18:54:42 loading pretrained, weights/198_efficientnet-b5_f1_test/ckpt20.pth ...
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:55 STREAM b'IHDR' 16 13
18:57:55 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:56 STREAM b'IHDR' 16 13
18:57:56 STREAM b'IDAT' 41 8192
18:57:57 STREAM b'IHDR' 16 13
18:57:57 STREAM b'IDAT' 41 8192
18:57:57 STREAM b'IHDR' 16 13
18:57:57 STREAM b'IDAT' 41 8192
18:57:57 STREAM b'IHDR' 16 13
18:57:57 STREAM b'IDAT' 41 8192
18:57:57 STREAM b'IHDR' 16 13
18:57:57 STREAM b'IDAT' 41 8192
18:57:57 STREAM b'IHDR' 16 13
18:57:57 STREAM b'IDAT' 41 8192
18:57:57 STREAM b'IHDR' 16 13
18:57:57 STREAM b'IDAT' 41 8192
18:57:57 STREAM b'IHDR' 16 13
18:57:57 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:58 STREAM b'IHDR' 16 13
18:57:58 STREAM b'IDAT' 41 8192
18:57:59 STREAM b'IHDR' 16 13
18:57:59 STREAM b'IDAT' 41 8192
18:57:59 STREAM b'IHDR' 16 13
18:57:59 STREAM b'IDAT' 41 8192
18:57:59 STREAM b'IHDR' 16 13
18:57:59 STREAM b'IDAT' 41 8192
18:57:59 STREAM b'IHDR' 16 13
18:57:59 STREAM b'IDAT' 41 8192
18:57:59 STREAM b'IHDR' 16 13
18:57:59 STREAM b'IDAT' 41 8192
18:57:59 STREAM b'IHDR' 16 13
18:57:59 STREAM b'IDAT' 41 8192
18:57:59 STREAM b'IHDR' 16 13
18:57:59 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:00 STREAM b'IHDR' 16 13
18:58:00 STREAM b'IDAT' 41 8192
18:58:01 STREAM b'IHDR' 16 13
18:58:01 STREAM b'IDAT' 41 8192
18:58:01 STREAM b'IHDR' 16 13
18:58:01 STREAM b'IDAT' 41 8192
18:58:01 STREAM b'IHDR' 16 13
18:58:01 STREAM b'IDAT' 41 8192
18:58:01 STREAM b'IHDR' 16 13
18:58:01 STREAM b'IDAT' 41 8192
18:58:01 STREAM b'IHDR' 16 13
18:58:01 STREAM b'IDAT' 41 8192
18:58:01 STREAM b'IHDR' 16 13
18:58:01 STREAM b'IDAT' 41 8192
18:58:01 STREAM b'IHDR' 16 13
18:58:01 STREAM b'IDAT' 41 8192
18:58:02 STREAM b'IHDR' 16 13
18:58:02 STREAM b'IDAT' 41 8192
18:58:02 STREAM b'IHDR' 16 13
18:58:02 STREAM b'IDAT' 41 8192
18:58:02 STREAM b'IHDR' 16 13
18:58:02 STREAM b'IDAT' 41 8192
18:58:02 STREAM b'IHDR' 16 13
18:58:02 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:03 STREAM b'IHDR' 16 13
18:58:03 STREAM b'IDAT' 41 8192
18:58:04 STREAM b'IHDR' 16 13
18:58:04 STREAM b'IDAT' 41 8192
18:58:04 STREAM b'IHDR' 16 13
18:58:04 STREAM b'IDAT' 41 8192
18:58:04 STREAM b'IHDR' 16 13
18:58:04 STREAM b'IDAT' 41 8192
18:58:04 STREAM b'IHDR' 16 13
18:58:04 STREAM b'IDAT' 41 8192
18:58:04 STREAM b'IHDR' 16 13
18:58:04 STREAM b'IDAT' 41 8192
18:58:04 STREAM b'IHDR' 16 13
18:58:04 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:05 STREAM b'IHDR' 16 13
18:58:05 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:06 STREAM b'IHDR' 16 13
18:58:06 STREAM b'IDAT' 41 8192
18:58:07 STREAM b'IHDR' 16 13
18:58:07 STREAM b'IDAT' 41 8192
18:58:07 STREAM b'IHDR' 16 13
18:58:07 STREAM b'IDAT' 41 8192
18:58:07 STREAM b'IHDR' 16 13
18:58:07 STREAM b'IDAT' 41 8192
18:58:07 STREAM b'IHDR' 16 13
18:58:07 STREAM b'IDAT' 41 8192
18:58:07 STREAM b'IHDR' 16 13
18:58:07 STREAM b'IDAT' 41 8192
18:58:07 STREAM b'IHDR' 16 13
18:58:07 STREAM b'IDAT' 41 8192
18:58:07 STREAM b'IHDR' 16 13
18:58:07 STREAM b'IDAT' 41 8192
18:58:08 STREAM b'IHDR' 16 13
18:58:08 STREAM b'IDAT' 41 8192
18:58:08 STREAM b'IHDR' 16 13
18:58:08 STREAM b'IDAT' 41 8192
18:58:08 STREAM b'IHDR' 16 13
18:58:08 STREAM b'IDAT' 41 8192
18:58:08 STREAM b'IHDR' 16 13
18:58:08 STREAM b'IDAT' 41 8192
18:58:08 STREAM b'IHDR' 16 13
18:58:08 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:09 STREAM b'IHDR' 16 13
18:58:09 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:10 STREAM b'IHDR' 16 13
18:58:10 STREAM b'IDAT' 41 8192
18:58:11 STREAM b'IHDR' 16 13
18:58:11 STREAM b'IDAT' 41 8192
18:58:11 STREAM b'IHDR' 16 13
18:58:11 STREAM b'IDAT' 41 8192
18:58:11 STREAM b'IHDR' 16 13
18:58:11 STREAM b'IDAT' 41 8192
18:58:11 STREAM b'IHDR' 16 13
18:58:11 STREAM b'IDAT' 41 8192
18:58:11 STREAM b'IHDR' 16 13
18:58:11 STREAM b'IDAT' 41 8192
18:58:12 STREAM b'IHDR' 16 13
18:58:12 STREAM b'IDAT' 41 8192
18:58:12 STREAM b'IHDR' 16 13
18:58:12 STREAM b'IDAT' 41 8192
18:58:12 STREAM b'IHDR' 16 13
18:58:12 STREAM b'IDAT' 41 8192
18:58:12 STREAM b'IHDR' 16 13
18:58:12 STREAM b'IDAT' 41 8192
18:58:12 STREAM b'IHDR' 16 13
18:58:12 STREAM b'IDAT' 41 8192
18:58:12 STREAM b'IHDR' 16 13
18:58:12 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:13 STREAM b'IHDR' 16 13
18:58:13 STREAM b'IDAT' 41 8192
18:58:14 STREAM b'IHDR' 16 13
18:58:14 STREAM b'IDAT' 41 8192
18:58:14 STREAM b'IHDR' 16 13
18:58:14 STREAM b'IDAT' 41 8192
18:58:14 STREAM b'IHDR' 16 13
18:58:14 STREAM b'IDAT' 41 8192
18:58:14 STREAM b'IHDR' 16 13
18:58:14 STREAM b'IDAT' 41 8192
18:58:14 STREAM b'IHDR' 16 13
18:58:14 STREAM b'IDAT' 41 8192
18:58:14 STREAM b'IHDR' 16 13
18:58:14 STREAM b'IDAT' 41 8192
18:58:14 STREAM b'IHDR' 16 13
18:58:14 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:15 STREAM b'IHDR' 16 13
18:58:15 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:16 STREAM b'IHDR' 16 13
18:58:16 STREAM b'IDAT' 41 8192
18:58:17 STREAM b'IHDR' 16 13
18:58:17 STREAM b'IDAT' 41 8192
18:58:17 STREAM b'IHDR' 16 13
18:58:17 STREAM b'IDAT' 41 8192
18:58:17 STREAM b'IHDR' 16 13
18:58:17 STREAM b'IDAT' 41 8192
18:58:17 STREAM b'IHDR' 16 13
18:58:17 STREAM b'IDAT' 41 8192
18:58:17 STREAM b'IHDR' 16 13
18:58:17 STREAM b'IDAT' 41 8192
18:58:17 STREAM b'IHDR' 16 13
18:58:17 STREAM b'IDAT' 41 8192
18:58:17 STREAM b'IHDR' 16 13
18:58:17 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:18 STREAM b'IHDR' 16 13
18:58:18 STREAM b'IDAT' 41 8192
18:58:19 STREAM b'IHDR' 16 13
18:58:19 STREAM b'IDAT' 41 8192
18:58:19 STREAM b'IHDR' 16 13
18:58:19 STREAM b'IDAT' 41 8192
18:58:19 STREAM b'IHDR' 16 13
18:58:19 STREAM b'IDAT' 41 8192
18:58:20 STREAM b'IHDR' 16 13
18:58:20 STREAM b'IDAT' 41 8192
18:58:20 STREAM b'IHDR' 16 13
18:58:20 STREAM b'IDAT' 41 8192
18:58:20 STREAM b'IHDR' 16 13
18:58:20 STREAM b'IDAT' 41 8192
18:58:20 STREAM b'IHDR' 16 13
18:58:20 STREAM b'IDAT' 41 8192
18:58:20 STREAM b'IHDR' 16 13
18:58:20 STREAM b'IDAT' 41 8192
18:58:20 STREAM b'IHDR' 16 13
18:58:20 STREAM b'IDAT' 41 8192
18:58:20 STREAM b'IHDR' 16 13
18:58:20 STREAM b'IDAT' 41 8192
18:58:21 STREAM b'IHDR' 16 13
18:58:21 STREAM b'IDAT' 41 8192
18:58:21 STREAM b'IHDR' 16 13
18:58:21 STREAM b'IDAT' 41 8192
18:58:21 STREAM b'IHDR' 16 13
18:58:21 STREAM b'IDAT' 41 8192
18:58:21 STREAM b'IHDR' 16 13
18:58:21 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:22 STREAM b'IHDR' 16 13
18:58:22 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:23 STREAM b'IHDR' 16 13
18:58:23 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:24 STREAM b'IHDR' 16 13
18:58:24 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:25 STREAM b'IHDR' 16 13
18:58:25 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:26 STREAM b'IHDR' 16 13
18:58:26 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:27 STREAM b'IHDR' 16 13
18:58:27 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:28 STREAM b'IHDR' 16 13
18:58:28 STREAM b'IDAT' 41 8192
18:58:29 STREAM b'IHDR' 16 13
18:58:29 STREAM b'IDAT' 41 8192
18:58:29 STREAM b'IHDR' 16 13
18:58:29 STREAM b'IDAT' 41 8192
18:58:29 STREAM b'IHDR' 16 13
18:58:29 STREAM b'IDAT' 41 8192
18:58:29 STREAM b'IHDR' 16 13
18:58:29 STREAM b'IDAT' 41 8192
18:58:29 STREAM b'IHDR' 16 13
18:58:29 STREAM b'IDAT' 41 8192
18:58:29 STREAM b'IHDR' 16 13
18:58:29 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:30 STREAM b'IHDR' 16 13
18:58:30 STREAM b'IDAT' 41 8192
18:58:31 STREAM b'IHDR' 16 13
18:58:31 STREAM b'IDAT' 41 8192
